time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.23288976e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.04945483e-06,1.23994083e-05,9.98000810e+02,1.41079085e+03
2.00000000e-10,5.20330600e-06,1.26112600e-05,2.10816542e+03,2.82752251e+03
3.00000000e-10,5.47951184e-06,1.29651310e-05,3.47330583e+03,4.25037840e+03
4.00000000e-10,5.91196831e-06,1.34596305e-05,5.25596256e+03,5.61488017e+03
5.00000000e-10,6.55313076e-06,1.40817799e-05,7.72820754e+03,6.78998583e+03
6.00000000e-10,7.49356700e-06,1.48024013e-05,1.13176736e+04,7.50456668e+03
7.00000000e-10,8.88278150e-06,1.55463169e-05,1.69037518e+04,7.10039527e+03
8.00000000e-10,1.10106177e-05,1.61489323e-05,2.66833655e+04,4.60020832e+03
9.00000000e-10,1.44698322e-05,1.64585527e-05,4.37010079e+04,1.77836719e+03
1.00000000e-09,2.00316992e-05,1.64519954e-05,7.04962277e+04,-2.89397562e+03
1.10000000e-09,2.93396778e-05,1.60386743e-05,1.15676459e+05,-3.51972090e+03
1.20000000e-09,4.22655675e-05,1.57852816e-05,1.41034866e+05,-2.34843725e+03
1.30000000e-09,5.75350073e-05,1.55445480e-05,1.65727405e+05,-2.83880915e+03
1.40000000e-09,7.61676113e-05,1.52508628e-05,2.02078629e+05,-2.69217989e+03
1.50000000e-09,9.75828760e-05,1.49804219e-05,2.29959358e+05,-2.73335599e+03
1.60000000e-09,1.22287464e-04,1.47002551e-05,2.59462146e+05,-2.82266219e+03
1.70000000e-09,1.49990139e-04,1.44272952e-05,2.92166381e+05,-2.90618070e+03
1.80000000e-09,1.80801994e-04,1.41548813e-05,3.23715624e+05,-2.95556725e+03
1.90000000e-09,2.14780792e-04,1.38815422e-05,3.54524761e+05,-2.85385209e+03
2.00000000e-09,2.52011093e-04,1.36255593e-05,3.90207623e+05,-2.30318179e+03
2.10000000e-09,2.92608276e-04,1.33601999e-05,4.22531080e+05,-2.11823920e+03
2.16400000e-09,3.20243150e-04,1.31583968e-05,4.35196832e+05,-3.95877868e+03
