time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.06056401e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.00540875e-06,1.06860155e-05,1.14120037e+02,1.60935551e+03
2.00000000e-10,5.02521589e-06,1.09282804e-05,3.00105304e+02,3.24200559e+03
3.00000000e-10,5.07062749e-06,1.13354484e-05,6.45088570e+02,4.89940888e+03
4.00000000e-10,5.16361112e-06,1.19076139e-05,1.27207756e+03,6.54238317e+03
5.00000000e-10,5.33870951e-06,1.26420328e-05,2.30856421e+03,8.11716974e+03
6.00000000e-10,5.64422360e-06,1.35236895e-05,3.90223973e+03,9.45678651e+03
7.00000000e-10,6.14121315e-06,1.45164742e-05,6.15342712e+03,1.02874529e+04
8.00000000e-10,6.90208485e-06,1.55516254e-05,9.20065503e+03,1.02233336e+04
9.00000000e-10,8.01241186e-06,1.65092915e-05,1.31917768e+04,8.58651798e+03
1.00000000e-09,9.60064938e-06,1.71704873e-05,1.91429973e+04,3.94265488e+03
1.10000000e-09,1.20699240e-05,1.71874119e-05,3.17793249e+04,-3.12053071e+03
1.20000000e-09,1.61858461e-05,1.66836512e-05,5.15096839e+04,-6.72774174e+03
1.30000000e-09,2.28434427e-05,1.57627602e-05,8.60736758e+04,-1.12021440e+04
1.40000000e-09,3.36660419e-05,1.46433192e-05,1.25887635e+05,-1.12229420e+04
1.50000000e-09,4.74116651e-05,1.35168489e-05,1.48960904e+05,-1.12757335e+04
1.60000000e-09,6.36454977e-05,1.25155726e-05,1.81728248e+05,-7.93262864e+03
1.70000000e-09,8.34468457e-05,1.14431525e-05,2.10020656e+05,-1.15118726e+04
1.80000000e-09,1.05962191e-04,1.04429968e-05,2.45184835e+05,-1.03956412e+04
