time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.62554039e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.07793144e-06,1.62168568e-05,1.56979364e+03,-7.71615501e+02
2.00000000e-10,5.31853577e-06,1.61008757e-05,3.27765421e+03,-1.54894732e+03
3.00000000e-10,5.74330498e-06,1.59071335e-05,5.27915916e+03,-2.32197652e+03
4.00000000e-10,6.38951039e-06,1.56385026e-05,7.75542483e+03,-3.03794911e+03
5.00000000e-10,7.32471170e-06,1.53039213e-05,1.11511619e+04,-3.61628291e+03
6.00000000e-10,8.68119845e-06,1.49276236e-05,1.64144290e+04,-3.80794918e+03
7.00000000e-10,1.07350966e-05,1.45738664e-05,2.55926916e+04,-3.07631113e+03
8.00000000e-10,1.40352008e-05,1.43305358e-05,4.16544373e+04,-1.81728935e+03
9.00000000e-10,1.93511919e-05,1.42314780e-05,6.71452417e+04,2.94016078e+02
1.00000000e-09,2.82205897e-05,1.43535765e-05,1.11589162e+05,1.14722617e+03
1.10000000e-09,4.08744538e-05,1.43894360e-05,1.38642311e+05,1.50485553e+02
1.20000000e-09,5.58937884e-05,1.44069489e-05,1.62301593e+05,4.15465827e+02
1.30000000e-09,7.41491967e-05,1.44793848e-05,1.99716961e+05,3.34087738e+02
1.40000000e-09,9.52883845e-05,1.45186698e-05,2.25255633e+05,7.92390781e+02
1.50000000e-09,1.19679033e-04,1.45768404e-05,2.57096792e+05,4.12139663e+02
1.60000000e-09,1.47046231e-04,1.46351599e-05,2.89845719e+05,4.58720887e+02
1.70000000e-09,1.77534586e-04,1.46922042e-05,3.21414152e+05,4.90755929e+02
1.80000000e-09,2.11198691e-04,1.47493234e-05,3.52085246e+05,5.16473092e+02
1.90000000e-09,2.48076364e-04,1.48088102e-05,3.85413525e+05,6.68198832e+02
2.00000000e-09,2.88339707e-04,1.48686833e-05,4.18575015e+05,5.90342577e+02
2.07400000e-09,3.20171340e-04,1.49112221e-05,4.35140765e+05,5.19453982e+02
