time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.07223318e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.00805699e-06,1.08033125e-05,1.67104064e+02,1.62174047e+03
2.00000000e-10,5.03583026e-06,1.10475627e-05,4.06925951e+02,3.26954293e+03
3.00000000e-10,5.09518296e-06,1.14573842e-05,8.18682652e+02,4.92488329e+03
4.00000000e-10,5.20929514e-06,1.20323435e-05,1.52374393e+03,6.57484338e+03
5.00000000e-10,5.41402136e-06,1.27693742e-05,2.65440678e+03,8.13659062e+03
6.00000000e-10,5.75993076e-06,1.36517909e-05,4.36634403e+03,9.44474377e+03
7.00000000e-10,6.31078451e-06,1.46403665e-05,6.77888002e+03,1.02076044e+04
8.00000000e-10,7.14530306e-06,1.56612261e-05,1.00539084e+04,9.99830964e+03
9.00000000e-10,8.35993858e-06,1.65816740e-05,1.44636527e+04,8.02002671e+03
1.00000000e-09,1.01241489e-05,1.71517847e-05,2.16523317e+04,2.61410612e+03
1.10000000e-09,1.29599604e-05,1.70803672e-05,3.64338293e+04,-3.34888609e+03
1.20000000e-09,1.76187793e-05,1.65731554e-05,5.80706542e+04,-7.08148434e+03
1.30000000e-09,2.52616205e-05,1.56110549e-05,9.85939871e+04,-1.07720901e+04
1.40000000e-09,3.70514975e-05,1.45639070e-05,1.32081178e+05,-1.04009682e+04
1.50000000e-09,5.14071230e-05,1.35241751e-05,1.55013934e+05,-1.03922307e+04
1.60000000e-09,6.85894232e-05,1.26428568e-05,1.92924272e+05,-9.65578013e+03
1.70000000e-09,8.90459307e-05,1.15815101e-05,2.15814729e+05,-1.06428547e+04
1.80000000e-09,1.12479581e-04,1.06814454e-05,2.50598425e+05,-1.02650259e+04
1.90000000e-09,1.38905271e-04,9.70146750e-06,2.84194573e+05,-9.74079508e+03
