time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,2.84670951e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.00898737e-06,2.84352734e-05,1.80803755e+02,-6.36613694e+02
2.00000000e-10,5.03658770e-06,2.83396980e-05,3.74446195e+02,-1.27546997e+03
3.00000000e-10,5.08476113e-06,2.81800176e-05,5.94689962e+02,-1.91920754e+03
4.00000000e-10,5.15693426e-06,2.79555816e-05,8.57260579e+02,-2.57094613e+03
5.00000000e-10,5.25816823e-06,2.76659884e-05,1.17877303e+03,-3.21894172e+03
6.00000000e-10,5.39535589e-06,2.73122337e-05,1.58050962e+03,-3.85371922e+03
7.00000000e-10,5.57788708e-06,2.68957897e-05,2.09045955e+03,-4.47132710e+03
8.00000000e-10,5.81752579e-06,2.64196690e-05,2.72467294e+03,-5.03996155e+03
9.00000000e-10,6.12800358e-06,2.58903305e-05,3.51531993e+03,-5.53269486e+03
1.00000000e-09,6.52696218e-06,2.53168757e-05,4.49840719e+03,-5.91269405e+03
1.10000000e-09,7.03544869e-06,2.47135587e-05,5.71012506e+03,-6.11841568e+03
1.20000000e-09,7.67798962e-06,2.41017906e-05,7.19577567e+03,-6.06496963e+03
1.30000000e-09,8.48647253e-06,2.35131325e-05,9.04252290e+03,-5.63234102e+03
1.40000000e-09,9.50441064e-06,2.29937066e-05,1.14364853e+04,-4.65114611e+03
1.50000000e-09,1.08062066e-05,2.26059235e-05,1.48108797e+04,-3.01481829e+03
1.60000000e-09,1.25171629e-05,2.23970257e-05,1.96693399e+04,-1.17798783e+03
1.70000000e-09,1.47915845e-05,2.23689193e-05,2.60935389e+04,6.60603679e+02
1.80000000e-09,1.78144996e-05,2.25609536e-05,3.50316910e+04,3.48093148e+03
1.90000000e-09,2.20371987e-05,2.30978538e-05,5.08859643e+04,6.83553086e+03
2.00000000e-09,2.81473493e-05,2.38076627e-05,7.10678319e+04,6.98310320e+03
2.10000000e-09,3.60010996e-05,2.44901684e-05,8.48583945e+04,6.87863131e+03
2.20000000e-09,4.52505288e-05,2.51816819e-05,1.01811884e+05,6.91022736e+03
2.30000000e-09,5.63829477e-05,2.59212685e-05,1.19267095e+05,8.01294270e+03
2.40000000e-09,6.91232814e-05,2.66778087e-05,1.37493249e+05,7.19063947e+03
2.50000000e-09,8.38527092e-05,2.74876763e-05,1.55531638e+05,8.51293388e+03
2.60000000e-09,1.00496546e-04,2.82649887e-05,1.78170444e+05,8.31769863e+03
2.70000000e-09,1.19263088e-04,2.91224989e-05,1.99027194e+05,7.63820273e+03
2.80000000e-09,1.40403978e-04,2.99932494e-05,2.22198880e+05,8.71267196e+03
2.90000000e-09,1.64089273e-04,3.08378630e-05,2.50405483e+05,9.95088021e+03
3.00000000e-09,1.90600584e-04,3.16922912e-05,2.82102454e+05,9.17767482e+03
3.10000000e-09,2.20397099e-04,3.25631163e-05,3.17619206e+05,8.31913886e+03
3.20000000e-09,2.54116077e-04,3.34158506e-05,3.60921929e+05,7.71540707e+03
3.30000000e-09,2.92771334e-04,3.42046658e-05,4.17333508e+05,7.72787043e+03
3.36400000e-09,3.20284419e-04,3.51966176e-05,4.33979383e+05,2.17453241e+04
