time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,2.91824030e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.00244534e-06,2.91502512e-05,4.97221462e+01,-6.43366093e+02
2.00000000e-10,5.01027141e-06,2.90535959e-05,1.09259682e+02,-1.29075957e+03
3.00000000e-10,5.02498119e-06,2.88918691e-05,1.89788550e+02,-1.94413088e+03
4.00000000e-10,5.04947039e-06,2.86648023e-05,3.07357441e+02,-2.59704030e+03
5.00000000e-10,5.08816581e-06,2.83724722e-05,4.76387647e+02,-3.24965914e+03
6.00000000e-10,5.14699717e-06,2.80148035e-05,7.13018571e+02,-3.90435398e+03
7.00000000e-10,5.23359412e-06,2.75919512e-05,1.03440219e+03,-4.54761833e+03
8.00000000e-10,5.35739600e-06,2.71063501e-05,1.46159714e+03,-5.15880017e+03
9.00000000e-10,5.53019635e-06,2.65617346e-05,2.01529507e+03,-5.72058665e+03
1.00000000e-09,5.76510891e-06,2.59652241e-05,2.70937969e+03,-6.19309689e+03
1.10000000e-09,6.07699476e-06,2.53274250e-05,3.55290888e+03,-6.53677194e+03
1.20000000e-09,6.48192428e-06,2.46636254e-05,4.57693419e+03,-6.70527272e+03
1.30000000e-09,6.99828746e-06,2.39944921e-05,5.78271748e+03,-6.63022221e+03
1.40000000e-09,7.64549523e-06,2.33486014e-05,7.20013259e+03,-6.22232042e+03
1.50000000e-09,8.44731070e-06,2.27655292e-05,8.89354757e+03,-5.34662081e+03
1.60000000e-09,9.43863024e-06,2.23018964e-05,1.10406684e+04,-3.79202306e+03
1.70000000e-09,1.06902465e-05,2.20356116e-05,1.42246171e+04,-1.45006182e+03
1.80000000e-09,1.23377531e-05,2.20097895e-05,1.89873577e+04,8.66731295e+02
1.90000000e-09,1.45363356e-05,2.21978997e-05,2.52357505e+04,2.89350330e+03
2.00000000e-09,1.74563220e-05,2.26096623e-05,3.37631032e+04,5.56944972e+03
2.10000000e-09,2.15073902e-05,2.33389341e-05,4.86987602e+04,8.68798838e+03
2.20000000e-09,2.73830032e-05,2.42423827e-05,6.88289572e+04,9.09825348e+03
2.30000000e-09,3.50617430e-05,2.51667226e-05,8.33582686e+04,9.47335256e+03
2.40000000e-09,4.41073668e-05,2.60789079e-05,9.93535353e+04,8.63784561e+03
2.50000000e-09,5.50392539e-05,2.70054489e-05,1.17741007e+05,1.04216316e+04
2.60000000e-09,6.75533637e-05,2.79772041e-05,1.34829510e+05,8.62995568e+03
2.70000000e-09,8.20814250e-05,2.89599376e-05,1.53448315e+05,1.10417534e+04
2.80000000e-09,9.84499182e-05,2.98943536e-05,1.75922320e+05,9.28488549e+03
2.90000000e-09,1.16969321e-04,3.09259607e-05,1.95687643e+05,8.66172378e+03
3.00000000e-09,1.37853452e-04,3.19127300e-05,2.18921052e+05,1.09689725e+04
3.10000000e-09,1.61208956e-04,3.28272218e-05,2.48458430e+05,1.10696716e+04
3.20000000e-09,1.87345809e-04,3.37579932e-05,2.78720904e+05,8.66741904e+03
3.30000000e-09,2.16732137e-04,3.46649029e-05,3.12920635e+05,7.46928490e+03
3.40000000e-09,2.49954828e-04,3.54912285e-05,3.54906844e+05,6.23827665e+03
3.50000000e-09,2.87964843e-04,3.61686057e-05,4.09852735e+05,4.68395946e+03
3.57500000e-09,3.20093859e-04,3.72110974e-05,4.34479995e+05,2.29638662e+04
