time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,2.21702832e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.02358201e-06,2.21944401e-05,4.72932710e+02,4.83126168e+02
2.00000000e-10,5.09510956e-06,2.22669011e-05,9.61596183e+02,9.66010616e+02
3.00000000e-10,5.21698781e-06,2.23876058e-05,1.48294005e+03,1.44775966e+03
4.00000000e-10,5.39343172e-06,2.25563429e-05,2.05644136e+03,1.92613246e+03
5.00000000e-10,5.63079153e-06,2.27725774e-05,2.70559822e+03,2.39675716e+03
6.00000000e-10,5.93804032e-06,2.30351927e-05,3.45950553e+03,2.85208994e+03
7.00000000e-10,6.32711001e-06,2.33419061e-05,4.34951060e+03,3.27602358e+03
8.00000000e-10,6.81434864e-06,2.36886902e-05,5.43164433e+03,3.64805427e+03
9.00000000e-10,7.42212986e-06,2.40684982e-05,6.78068605e+03,3.92963986e+03
1.00000000e-09,8.18267412e-06,2.44695847e-05,8.49849070e+03,4.05927397e+03
1.10000000e-09,9.14021776e-06,2.48720191e-05,1.07624919e+04,3.93766922e+03
1.20000000e-09,1.03635404e-05,2.52449826e-05,1.38747361e+04,3.45396358e+03
1.30000000e-09,1.19573195e-05,2.55516117e-05,1.82461759e+04,2.64049078e+03
1.40000000e-09,1.40668232e-05,2.57679743e-05,2.42397709e+04,1.65605724e+03
1.50000000e-09,1.68790537e-05,2.58668622e-05,3.25251373e+04,1.60675568e+02
1.60000000e-09,2.07495355e-05,2.57586934e-05,4.62270296e+04,-2.34948293e+03
1.70000000e-09,2.63581216e-05,2.54752357e-05,6.63324144e+04,-2.82147990e+03
1.80000000e-09,3.38568520e-05,2.52585060e-05,8.20508318e+04,-1.57992528e+03
1.90000000e-09,4.27180827e-05,2.50935587e-05,9.67383909e+04,-1.85840280e+03
2.00000000e-09,5.33946198e-05,2.49252559e-05,1.15875490e+05,-1.32281623e+03
2.10000000e-09,6.57211572e-05,2.48126226e-05,1.32020350e+05,-1.05070088e+03
2.20000000e-09,7.99720580e-05,2.47315816e-05,1.51771770e+05,-4.90958950e+02
2.30000000e-09,9.60883112e-05,2.47028323e-05,1.72257845e+05,-7.32968859e+01
2.40000000e-09,1.14349222e-04,2.47296032e-05,1.92778277e+05,5.57830664e+02
2.50000000e-09,1.34882517e-04,2.48172016e-05,2.17081979e+05,1.28673920e+03
2.60000000e-09,1.57871653e-04,2.49778521e-05,2.43943477e+05,2.02528544e+03
2.70000000e-09,1.83633447e-04,2.52272078e-05,2.73173292e+05,2.91504539e+03
2.80000000e-09,2.12564476e-04,2.55851637e-05,3.06834466e+05,4.09255355e+03
2.90000000e-09,2.45220111e-04,2.60832484e-05,3.47594863e+05,5.67439464e+03
3.00000000e-09,2.82492304e-04,2.67636794e-05,4.00076249e+05,7.51504702e+03
3.08900000e-09,3.20060026e-04,2.75943479e-05,4.32842648e+05,1.17084449e+04
