time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,2.08501582e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.01195484e-06,2.08815373e-05,2.40222400e+02,6.27885318e+02
2.00000000e-10,5.04850081e-06,2.09758594e-05,4.94175934e+02,1.25950734e+03
3.00000000e-10,5.11172785e-06,2.11335834e-05,7.76214232e+02,1.89455157e+03
4.00000000e-10,5.20519647e-06,2.13546273e-05,1.10197552e+03,2.52547636e+03
5.00000000e-10,5.33424123e-06,2.16384802e-05,1.49146523e+03,3.15043793e+03
6.00000000e-10,5.50645549e-06,2.19844522e-05,1.97020064e+03,3.76750097e+03
7.00000000e-10,5.73197883e-06,2.23911327e-05,2.55935329e+03,4.35804823e+03
8.00000000e-10,6.02274779e-06,2.28541758e-05,3.28158302e+03,4.89191307e+03
9.00000000e-10,6.39454285e-06,2.33671420e-05,4.18691815e+03,5.35098375e+03
1.00000000e-09,6.86722516e-06,2.39200643e-05,5.30704621e+03,5.68106424e+03
1.10000000e-09,7.46486200e-06,2.44968451e-05,6.69597340e+03,5.81451923e+03
1.20000000e-09,8.21802682e-06,2.50730620e-05,8.43548283e+03,5.64957719e+03
1.30000000e-09,9.16845435e-06,2.56119734e-05,1.06700206e+04,5.03946090e+03
1.40000000e-09,1.03796883e-05,2.60610462e-05,1.37333679e+04,3.84085202e+03
1.50000000e-09,1.19602404e-05,2.63667215e-05,1.81364311e+04,2.25022349e+03
1.60000000e-09,1.40598397e-05,2.65117452e-05,2.41210169e+04,6.41307082e+02
1.70000000e-09,1.68486697e-05,2.64771042e-05,3.21236790e+04,-1.54907583e+03
1.80000000e-09,2.06632292e-05,2.61434733e-05,4.56108001e+04,-5.13973554e+03
1.90000000e-09,2.62130458e-05,2.55621699e-05,6.57848149e+04,-5.86115155e+03
2.00000000e-09,3.36674354e-05,2.50389387e-05,8.17195577e+04,-4.68839404e+03
2.10000000e-09,4.24920809e-05,2.45774189e-05,9.62594122e+04,-4.57934132e+03
2.20000000e-09,5.31210447e-05,2.41321789e-05,1.15491543e+05,-4.37140543e+03
2.30000000e-09,6.54064418e-05,2.37242309e-05,1.31496292e+05,-3.58462151e+03
2.40000000e-09,7.96102144e-05,2.33777707e-05,1.51377811e+05,-3.51428930e+03
2.50000000e-09,9.56735485e-05,2.30902703e-05,1.71694821e+05,-2.35515284e+03
2.60000000e-09,1.13882575e-04,2.28593650e-05,1.92133572e+05,-1.72377474e+03
2.70000000e-09,1.34355328e-04,2.27272736e-05,2.16519589e+05,-1.22406405e+03
2.80000000e-09,1.57273846e-04,2.26911911e-05,2.43274089e+05,1.00966597e+02
2.90000000e-09,1.82957506e-04,2.27653133e-05,2.72289770e+05,1.59564924e+03
3.00000000e-09,2.11796989e-04,2.29878701e-05,3.05742970e+05,3.29265303e+03
3.10000000e-09,2.44338350e-04,2.34091629e-05,3.46220001e+05,5.55251694e+03
3.20000000e-09,2.81461810e-04,2.41002463e-05,3.98341813e+05,8.42309684e+03
3.29200000e-09,3.20230868e-04,2.48920416e-05,4.32787703e+05,8.67059079e+03
