time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,2.47460560e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.03280520e-06,2.47432350e-05,6.57609611e+02,-5.64208621e+01
2.00000000e-10,5.13212666e-06,2.47347721e-05,1.33337804e+03,-1.12827682e+02
3.00000000e-10,5.30070696e-06,2.47206752e-05,2.04596493e+03,-1.69051377e+02
4.00000000e-10,5.54320104e-06,2.47009836e-05,2.81504546e+03,-2.24605006e+02
5.00000000e-10,5.86630458e-06,2.46758085e-05,3.66185291e+03,-2.78507605e+02
6.00000000e-10,6.27913307e-06,2.46453819e-05,4.61885360e+03,-3.29536066e+02
7.00000000e-10,6.79587873e-06,2.46100356e-05,5.74859993e+03,-3.76391447e+02
8.00000000e-10,7.43653118e-06,2.45703810e-05,7.11576236e+03,-4.14959549e+02
9.00000000e-10,8.23129661e-06,2.45275228e-05,8.85203865e+03,-4.38971051e+02
1.00000000e-09,9.22626892e-06,2.44834492e-05,1.11633228e+04,-4.36963006e+02
1.10000000e-09,1.04939473e-05,2.44414988e-05,1.43715259e+04,-3.94303153e+02
1.20000000e-09,1.21439462e-05,2.44060856e-05,1.88767589e+04,-3.07276735e+02
1.30000000e-09,1.43254178e-05,2.43813356e-05,2.50765640e+04,-1.79973870e+02
1.40000000e-09,1.72444204e-05,2.43726862e-05,3.39122846e+04,2.73104237e+01
1.50000000e-09,2.12997671e-05,2.43906803e-05,4.84842947e+04,3.29168936e+02
1.60000000e-09,2.71402751e-05,2.44331083e-05,6.84870013e+04,5.01178228e+02
1.70000000e-09,3.48000504e-05,2.44934300e-05,8.32722206e+04,7.40987844e+02
1.80000000e-09,4.38267126e-05,2.45824036e-05,9.89584682e+04,1.01843021e+03
1.90000000e-09,5.47096309e-05,2.47036684e-05,1.17434717e+05,1.47573384e+03
2.00000000e-09,6.72163442e-05,2.48665557e-05,1.34395874e+05,1.71899119e+03
2.10000000e-09,8.16800343e-05,2.50698579e-05,1.53489138e+05,2.39399135e+03
2.20000000e-09,9.80256333e-05,2.53142579e-05,1.74808384e+05,2.65184633e+03
2.30000000e-09,1.16512490e-04,2.56197681e-05,1.95466835e+05,3.12390448e+03
2.40000000e-09,1.37313234e-04,2.59733839e-05,2.19464115e+05,4.02009878e+03
2.50000000e-09,1.60603063e-04,2.63815598e-05,2.46894849e+05,4.66129903e+03
2.60000000e-09,1.86692846e-04,2.68646448e-05,2.76931985e+05,5.13839369e+03
2.70000000e-09,2.16003233e-04,2.74337811e-05,3.11372456e+05,5.88627143e+03
2.80000000e-09,2.49121812e-04,2.81048614e-05,3.53218230e+05,6.93585813e+03
2.90000000e-09,2.86992604e-04,2.88934867e-05,4.07292620e+05,8.07019819e+03
2.97800000e-09,3.20147583e-04,2.97883557e-05,4.33012777e+05,1.52522846e+04
