time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.29496051e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.10997629e-06,1.30435325e-05,2.22422966e+03,1.87888010e+03
2.00000000e-10,5.45470326e-06,1.33247857e-05,4.74754092e+03,3.73861810e+03
3.00000000e-10,6.08289799e-06,1.37886173e-05,7.97936749e+03,5.51306075e+03
4.00000000e-10,7.09729476e-06,1.44177055e-05,1.26307884e+04,6.98180667e+03
5.00000000e-10,8.70373769e-06,1.51530337e-05,2.01808911e+04,7.45698169e+03
6.00000000e-10,1.13456180e-05,1.58296080e-05,3.42310171e+04,5.64411781e+03
7.00000000e-10,1.59262864e-05,1.62652263e-05,5.90390769e+04,3.37618303e+03
8.00000000e-10,2.33467755e-05,1.65676804e-05,8.97705079e+04,2.85032183e+03
9.00000000e-10,3.39099806e-05,1.68497399e-05,1.21527431e+05,2.80925786e+03
1.00000000e-09,4.76541380e-05,1.71305570e-05,1.53357559e+05,2.80780856e+03
1.10000000e-09,6.45817275e-05,1.74113316e-05,1.85195480e+05,2.80768972e+03
1.20000000e-09,8.46935510e-05,1.76920937e-05,2.17042966e+05,2.80754286e+03
1.30000000e-09,1.07990803e-04,1.79728382e-05,2.48904934e+05,2.80733862e+03
1.40000000e-09,1.34475207e-04,1.82535595e-05,2.80786960e+05,2.80707635e+03
1.50000000e-09,1.64149043e-04,1.85342519e-05,3.12694386e+05,2.80676728e+03
1.60000000e-09,1.97015060e-04,1.88149122e-05,3.44630991e+05,2.80643857e+03
1.70000000e-09,2.33076235e-04,1.90955405e-05,3.76597243e+05,2.80614069e+03
1.80000000e-09,2.72335352e-04,1.93761453e-05,4.08588570e+05,2.80598884e+03
1.90000000e-09,3.14771286e-04,1.96781613e-05,4.36729422e+05,4.56405168e+03
1.91200000e-09,3.20012188e-04,1.97344166e-05,4.36749026e+05,4.78081051e+03
