time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.27938895e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.10492879e-06,1.28931576e-05,2.12291729e+03,1.98575509e+03
2.00000000e-10,5.43469696e-06,1.31908686e-05,4.54934761e+03,3.96165627e+03
3.00000000e-10,6.03759629e-06,1.36825628e-05,7.67086265e+03,5.84802289e+03
4.00000000e-10,7.01424572e-06,1.43504558e-05,1.21749578e+04,7.42139022e+03
5.00000000e-10,8.56289470e-06,1.51342988e-05,1.94426401e+04,7.98354161e+03
6.00000000e-10,1.11017452e-05,1.58644826e-05,3.28286800e+04,6.14179461e+03
7.00000000e-10,1.55039537e-05,1.63342805e-05,5.69613931e+04,3.55806999e+03
8.00000000e-10,2.27050507e-05,1.66468331e-05,8.75156558e+04,2.90729928e+03
9.00000000e-10,3.30415899e-05,1.69336936e-05,1.19256014e+05,2.85363401e+03
1.00000000e-09,4.65585445e-05,1.72189089e-05,1.51085215e+05,2.85166332e+03
1.10000000e-09,6.32588750e-05,1.75040682e-05,1.82922604e+05,2.85153334e+03
1.20000000e-09,8.31433719e-05,1.77892145e-05,2.14769250e+05,2.85138382e+03
1.30000000e-09,1.06213194e-04,1.80743430e-05,2.46629998e+05,2.85117535e+03
1.40000000e-09,1.32470027e-04,1.83594476e-05,2.78510398e+05,2.85090669e+03
1.50000000e-09,1.61916110e-04,1.86445227e-05,3.10415851e+05,2.85058865e+03
1.60000000e-09,1.94554167e-04,1.89295645e-05,3.42350298e+05,2.85024813e+03
1.70000000e-09,2.30387168e-04,1.92145738e-05,3.74314509e+05,2.84995990e+03
1.80000000e-09,2.69417929e-04,1.94995616e-05,4.06304324e+05,2.84982130e+03
1.90000000e-09,3.11645059e-04,1.97918026e-05,4.36812908e+05,3.92016182e+03
1.92000000e-09,3.20380105e-04,1.98777431e-05,4.36755166e+05,4.48449396e+03
