time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.66562654e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.07536187e-06,1.66071823e-05,1.51713708e+03,-9.81718771e+02
2.00000000e-10,5.30748607e-06,1.64599608e-05,3.15639367e+03,-1.96163395e+03
3.00000000e-10,5.71497490e-06,1.62156653e-05,5.05052691e+03,-2.91824718e+03
4.00000000e-10,6.33326376e-06,1.58781526e-05,7.41831867e+03,-3.81708475e+03
5.00000000e-10,7.22568729e-06,1.54574834e-05,1.06132620e+04,-4.55545614e+03
6.00000000e-10,8.50560296e-06,1.49805671e-05,1.53263080e+04,-4.87874059e+03
7.00000000e-10,1.03881023e-05,1.45121810e-05,2.30012994e+04,-4.29773289e+03
8.00000000e-10,1.32850531e-05,1.41517948e-05,3.59822482e+04,-2.85756980e+03
9.00000000e-10,1.78048925e-05,1.39504638e-05,5.58345179e+04,-9.01162378e+02
1.00000000e-09,2.49983427e-05,1.40206916e-05,9.10942359e+04,1.61966416e+03
1.10000000e-09,3.58869374e-05,1.40949674e-05,1.22466952e+05,1.94303534e+01
1.20000000e-09,4.97286350e-05,1.41808577e-05,1.57132382e+05,8.00555565e+02
1.30000000e-09,6.68104908e-05,1.42503105e-05,1.87900342e+05,1.10320575e+03
1.40000000e-09,8.71079821e-05,1.43284646e-05,2.19769102e+05,1.02930789e+03
1.50000000e-09,1.10607722e-04,1.44090895e-05,2.51988632e+05,7.53697092e+02
1.60000000e-09,1.37286011e-04,1.44860471e-05,2.81915249e+05,6.84019953e+02
1.70000000e-09,1.67137295e-04,1.45700243e-05,3.15315707e+05,9.22696284e+02
1.80000000e-09,2.00210215e-04,1.46505555e-05,3.45775232e+05,8.39149118e+02
1.90000000e-09,2.36485832e-04,1.47337518e-05,3.78287588e+05,7.65796080e+02
2.00000000e-09,2.75959385e-04,1.48166560e-05,4.10501559e+05,7.86562273e+02
2.10000000e-09,3.18546457e-04,1.48978144e-05,4.36700332e+05,7.43841231e+02
2.10400000e-09,3.20293288e-04,1.49007853e-05,4.36710198e+05,7.42013706e+02
