time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.68558027e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.07205468e-06,1.68016472e-05,1.45060344e+03,-1.08297164e+03
2.00000000e-10,5.29402661e-06,1.66393262e-05,3.01907665e+03,-2.16198175e+03
3.00000000e-10,5.68439508e-06,1.63699128e-05,4.84541199e+03,-3.22049706e+03
4.00000000e-10,6.27827606e-06,1.59973002e-05,7.13293539e+03,-4.21559866e+03
5.00000000e-10,7.13745214e-06,1.55322877e-05,1.02242850e+04,-5.04061974e+03
6.00000000e-10,8.37072307e-06,1.50034367e-05,1.47615098e+04,-5.42642998e+03
7.00000000e-10,1.01806664e-05,1.44794701e-05,2.20726486e+04,-4.84282600e+03
8.00000000e-10,1.29574080e-05,1.40716341e-05,3.44959875e+04,-3.23711570e+03
9.00000000e-10,1.72947835e-05,1.38385915e-05,5.35203787e+04,-1.20699142e+03
1.00000000e-09,2.41625345e-05,1.39009988e-05,8.72063647e+04,1.91455297e+03
1.10000000e-09,3.47522859e-05,1.40139138e-05,1.20424411e+05,1.27005450e+02
1.20000000e-09,4.82768264e-05,1.41124471e-05,1.53924101e+05,1.27666785e+03
1.30000000e-09,6.50762529e-05,1.42008185e-05,1.84116795e+05,1.39725308e+03
1.40000000e-09,8.50780621e-05,1.43013712e-05,2.16003884e+05,1.31288481e+03
1.50000000e-09,1.08275330e-04,1.44058006e-05,2.48911894e+05,1.14712246e+03
1.60000000e-09,1.34672428e-04,1.45063428e-05,2.79778993e+05,8.61286445e+02
1.70000000e-09,1.64221269e-04,1.46093095e-05,3.11534700e+05,1.15147402e+03
1.80000000e-09,1.97007373e-04,1.47130504e-05,3.43115411e+05,9.74608306e+02
1.90000000e-09,2.32978249e-04,1.48178642e-05,3.76179564e+05,1.00259648e+03
2.00000000e-09,2.72153092e-04,1.49219937e-05,4.08363815e+05,1.03118890e+03
2.10000000e-09,3.14488271e-04,1.50261500e-05,4.36492104e+05,1.05138420e+03
2.11300000e-09,3.20164756e-04,1.50398431e-05,4.36716290e+05,1.05480488e+03
