time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.39793492e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.08377928e-06,1.40108257e-05,1.68578069e+03,6.29505672e+02
2.00000000e-10,5.34116058e-06,1.41051307e-05,3.49217921e+03,1.25509234e+03
3.00000000e-10,5.79074388e-06,1.42612643e-05,5.55936814e+03,1.86369222e+03
4.00000000e-10,6.46921113e-06,1.44765469e-05,8.11898991e+03,2.43168781e+03
5.00000000e-10,7.44397357e-06,1.47440541e-05,1.15735492e+04,2.88959040e+03
6.00000000e-10,8.84006771e-06,1.50449008e-05,1.67447834e+04,3.05357602e+03
7.00000000e-10,1.09060971e-05,1.53339782e-05,2.53535162e+04,2.60873228e+03
8.00000000e-10,1.41032923e-05,1.55512235e-05,3.96490920e+04,1.71784435e+03
9.00000000e-10,1.90829681e-05,1.56618208e-05,6.18815112e+04,2.31486812e+02
1.00000000e-09,2.70814641e-05,1.56055370e-05,9.99352009e+04,-7.33472413e+02
1.10000000e-09,3.86049014e-05,1.55953392e-05,1.27870370e+05,-9.50167897e+01
1.20000000e-09,5.32082366e-05,1.55527449e-05,1.62932970e+05,-2.07927488e+01
1.30000000e-09,7.09756059e-05,1.55205223e-05,1.95376904e+05,-2.34423328e+02
1.40000000e-09,9.19591439e-05,1.54890246e-05,2.26838662e+05,-2.02970691e+02
1.50000000e-09,1.16132203e-04,1.54580825e-05,2.57180805e+05,-1.85206518e+02
1.60000000e-09,1.43471466e-04,1.54231450e-05,2.89200810e+05,-4.77230422e+02
1.70000000e-09,1.74051073e-04,1.53868540e-05,3.21808663e+05,-2.41296426e+02
1.80000000e-09,2.07796058e-04,1.53507872e-05,3.54303626e+05,-4.18941314e+02
1.90000000e-09,2.44756176e-04,1.53155188e-05,3.85643008e+05,-4.36998384e+02
2.00000000e-09,2.84925163e-04,1.52793092e-05,4.17748776e+05,-4.24551223e+02
2.08200000e-09,3.20148530e-04,1.52539693e-05,4.36700997e+05,-1.71039859e+02
