time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.97661989e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.00489593e-06,1.96810822e-05,1.04072485e+02,-1.70391066e+03
2.00000000e-10,5.02329005e-06,1.94247665e-05,2.82801667e+02,-3.42686918e+03
3.00000000e-10,5.06693553e-06,1.89951243e-05,6.25560176e+02,-5.16919349e+03
4.00000000e-10,5.15739209e-06,1.83909674e-05,1.23904699e+03,-6.90935860e+03
5.00000000e-10,5.32804385e-06,1.76159052e-05,2.25185342e+03,-8.56803749e+03
6.00000000e-10,5.62552315e-06,1.66852467e-05,3.79672404e+03,-9.98690437e+03
7.00000000e-10,6.10931413e-06,1.56346405e-05,5.99441666e+03,-1.09157398e+04
8.00000000e-10,6.84921772e-06,1.45307722e-05,8.93306695e+03,-1.09772737e+04
9.00000000e-10,7.92411707e-06,1.34869516e-05,1.27285165e+04,-9.59022437e+03
1.00000000e-09,9.44180990e-06,1.26956940e-05,1.80231164e+04,-5.68699659e+03
1.10000000e-09,1.16947346e-05,1.24493522e-05,2.83031824e+04,7.75164276e+02
1.20000000e-09,1.53184211e-05,1.27567152e-05,4.49527854e+04,4.98472775e+03
1.30000000e-09,2.09487681e-05,1.35036562e-05,7.07338193e+04,1.03813395e+04
1.40000000e-09,3.00169172e-05,1.46099546e-05,1.09885332e+05,1.07502535e+04
1.50000000e-09,4.22967892e-05,1.56573879e-05,1.37389383e+05,1.00220452e+04
1.60000000e-09,5.78401935e-05,1.67158294e-05,1.69119308e+05,1.09593986e+04
1.70000000e-09,7.65222611e-05,1.77500197e-05,2.01633933e+05,1.15924122e+04
1.80000000e-09,9.83731830e-05,1.87901599e-05,2.32368371e+05,1.11789696e+04
1.90000000e-09,1.23387111e-04,1.97872167e-05,2.65756938e+05,9.10153034e+03
