time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.28535501e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.06672633e-06,1.29145594e-05,1.34416434e+03,1.22046129e+03
2.00000000e-10,5.27278660e-06,1.30976773e-05,2.80678594e+03,2.44062595e+03
3.00000000e-10,5.63620548e-06,1.34017818e-05,4.51693768e+03,3.63474133e+03
4.00000000e-10,6.19128205e-06,1.38226615e-05,6.67912088e+03,4.76426345e+03
5.00000000e-10,6.99750374e-06,1.43487982e-05,9.60840157e+03,5.71161183e+03
6.00000000e-10,8.15697554e-06,1.49499039e-05,1.38720298e+04,6.19524665e+03
7.00000000e-10,9.85357020e-06,1.55533932e-05,2.06268981e+04,5.64336712e+03
8.00000000e-10,1.24413339e-05,1.60328203e-05,3.21338275e+04,3.81747902e+03
9.00000000e-10,1.64913260e-05,1.63132917e-05,4.99765011e+04,1.67528133e+03
1.00000000e-09,2.28516201e-05,1.62781588e-05,8.07723374e+04,-2.24947124e+03
1.10000000e-09,3.29045426e-05,1.60950301e-05,1.16989144e+05,-5.47247421e+02
1.20000000e-09,4.59291473e-05,1.59806235e-05,1.47829996e+05,-1.93689911e+03
1.30000000e-09,6.22636282e-05,1.58539889e-05,1.77798783e+05,-1.69063201e+03
1.40000000e-09,8.17708425e-05,1.57137994e-05,2.09742106e+05,-1.58378808e+03
1.50000000e-09,1.04455830e-04,1.55704961e-05,2.42718339e+05,-1.61801595e+03
1.60000000e-09,1.30355570e-04,1.54275186e-05,2.75911211e+05,-1.38938351e+03
1.70000000e-09,1.59430882e-04,1.52890697e-05,3.05724976e+05,-1.40005062e+03
1.80000000e-09,1.91707889e-04,1.51462883e-05,3.39496275e+05,-1.39388119e+03
1.90000000e-09,2.27172713e-04,1.50050960e-05,3.71323127e+05,-1.41928469e+03
2.00000000e-09,2.65851851e-04,1.48635787e-05,4.03075881e+05,-1.38640856e+03
2.10000000e-09,3.07726366e-04,1.47215536e-05,4.34157314e+05,-1.43365116e+03
2.12900000e-09,3.20374052e-04,1.46761384e-05,4.36722375e+05,-1.62767556e+03
