time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.10759766e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.02485444e-06,1.11614011e-05,5.04638550e+02,1.70905642e+03
2.00000000e-10,5.10402034e-06,1.14180425e-05,1.10256484e+03,3.42594550e+03
3.00000000e-10,5.25205109e-06,1.18469020e-05,1.90192843e+03,5.14857273e+03
4.00000000e-10,5.49566422e-06,1.24465473e-05,3.03926537e+03,6.82985955e+03
5.00000000e-10,5.87698446e-06,1.32082703e-05,4.68969511e+03,8.36776356e+03
6.00000000e-10,6.45758753e-06,1.41082918e-05,7.06417127e+03,9.54839170e+03
7.00000000e-10,7.32240373e-06,1.50934658e-05,1.04241776e+04,9.98660197e+03
8.00000000e-10,8.58871767e-06,1.60588547e-05,1.51997188e+04,9.00616897e+03
9.00000000e-10,1.04521631e-05,1.68130712e-05,2.27850655e+04,5.62552806e+03
1.00000000e-09,1.33528401e-05,1.71472038e-05,3.63372720e+04,1.27120176e+03
1.10000000e-09,1.79058377e-05,1.70932314e-05,5.58775362e+04,-2.84039768e+03
1.20000000e-09,2.51236236e-05,1.64953823e-05,9.17380767e+04,-7.58744140e+03
1.30000000e-09,3.60727178e-05,1.58549643e-05,1.22956783e+05,-5.54128693e+03
1.40000000e-09,4.99794526e-05,1.52328440e-05,1.57655824e+05,-6.30797224e+03
1.50000000e-09,6.71203132e-05,1.46156934e-05,1.88614441e+05,-6.10834905e+03
1.60000000e-09,8.74770911e-05,1.39955673e-05,2.20521622e+05,-5.92498988e+03
1.70000000e-09,1.11037978e-04,1.33778982e-05,2.52659138e+05,-6.47857506e+03
1.80000000e-09,1.37772262e-04,1.27455071e-05,2.82158468e+05,-6.65794481e+03
1.90000000e-09,1.67680716e-04,1.21486757e-05,3.16309960e+05,-5.44811951e+03
2.00000000e-09,2.00810105e-04,1.15225297e-05,3.45867455e+05,-5.50875573e+03
2.10000000e-09,2.37152284e-04,1.09224398e-05,3.78294470e+05,-7.06650763e+03
2.20000000e-09,2.76686730e-04,1.03251952e-05,4.10583729e+05,-6.74914441e+03
