time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.97750143e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.00470203e-06,1.96899354e-05,1.00193776e+02,-1.70313919e+03
2.00000000e-10,5.02251255e-06,1.94337414e-05,2.74927822e+02,-3.42529955e+03
3.00000000e-10,5.06514882e-06,1.90042802e-05,6.13197768e+02,-5.16704194e+03
4.00000000e-10,5.15411391e-06,1.84003444e-05,1.22143938e+03,-6.90710146e+03
5.00000000e-10,5.32269693e-06,1.76254865e-05,2.22786287e+03,-8.56638049e+03
6.00000000e-10,5.61739416e-06,1.66949090e-05,3.76466899e+03,-9.98716684e+03
7.00000000e-10,6.09747346e-06,1.56440913e-05,5.95173796e+03,-1.09202743e+04
8.00000000e-10,6.83241533e-06,1.45393754e-05,8.87558501e+03,-1.09908043e+04
9.00000000e-10,7.90051660e-06,1.34933695e-05,1.26476335e+04,-9.62285162e+03
1.00000000e-09,9.40782322e-06,1.26970807e-05,1.78854827e+04,-5.75866217e+03
1.10000000e-09,1.16402805e-05,1.24433926e-05,2.80277093e+04,7.25726708e+02
1.20000000e-09,1.52315364e-05,1.27490488e-05,4.45835120e+04,4.97950521e+03
1.30000000e-09,2.08122083e-05,1.34915273e-05,7.00245871e+04,1.03397567e+04
1.40000000e-09,2.98039427e-05,1.46014623e-05,1.09263901e+05,1.08289048e+04
1.50000000e-09,4.20299942e-05,1.56560490e-05,1.36628785e+05,1.00880915e+04
1.60000000e-09,5.75112643e-05,1.67177060e-05,1.68631728e+05,1.11042120e+04
1.70000000e-09,7.61297800e-05,1.77555754e-05,2.01237367e+05,1.17229816e+04
1.80000000e-09,9.79206248e-05,1.88013556e-05,2.31981875e+05,1.14842688e+04
1.90000000e-09,1.22869657e-04,1.98054212e-05,2.64820482e+05,9.23269347e+03
