time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.62076291e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.08149350e-06,1.61708424e-05,1.63985478e+03,-7.35657275e+02
2.00000000e-10,5.33204113e-06,1.60605855e-05,3.40233017e+03,-1.46829146e+03
3.00000000e-10,5.77068609e-06,1.58777291e-05,5.42973270e+03,-2.18439465e+03
4.00000000e-10,6.43377771e-06,1.56252825e-05,7.93831382e+03,-2.85239557e+03
5.00000000e-10,7.38733869e-06,1.53113124e-05,1.13269847e+04,-3.39425091e+03
6.00000000e-10,8.75339316e-06,1.49573590e-05,1.63760431e+04,-3.60061415e+03
7.00000000e-10,1.07715367e-05,1.46152048e-05,2.47395526e+04,-3.10098510e+03
8.00000000e-10,1.38908095e-05,1.43565072e-05,3.87015808e+04,-2.04890104e+03
9.00000000e-10,1.87498557e-05,1.42205356e-05,6.02655849e+04,-3.83028064e+02
1.00000000e-09,2.65412409e-05,1.42844601e-05,9.77742939e+04,9.67570488e+02
1.10000000e-09,3.79125665e-05,1.43057994e-05,1.26379321e+05,4.85309176e+01
1.20000000e-09,5.23250291e-05,1.43603450e-05,1.61654899e+05,1.33275339e+02
1.30000000e-09,6.99172510e-05,1.44012549e-05,1.93771862e+05,4.30236780e+02
1.40000000e-09,9.07299357e-05,1.44431054e-05,2.25378906e+05,3.74132432e+02
1.50000000e-09,1.14738074e-04,1.44845138e-05,2.55966059e+05,2.55353576e+02
1.60000000e-09,1.41906397e-04,1.45283357e-05,2.87048173e+05,5.59180806e+02
1.70000000e-09,1.72306815e-04,1.45766556e-05,3.20542983e+05,3.68257172e+02
1.80000000e-09,2.05878101e-04,1.46223637e-05,3.52152345e+05,5.61210865e+02
1.90000000e-09,2.42668696e-04,1.46683367e-05,3.83427444e+05,5.34461081e+02
2.00000000e-09,2.82663712e-04,1.47153562e-05,4.15532828e+05,5.22282193e+02
2.08800000e-09,3.20398614e-04,1.47525879e-05,4.36703921e+05,2.81426123e+02
