time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.26460106e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.06251135e-06,1.27114843e-05,1.25940836e+03,1.30944728e+03
2.00000000e-10,5.25567495e-06,1.29078413e-05,2.63343726e+03,2.61680259e+03
3.00000000e-10,5.59747454e-06,1.32342478e-05,4.25586562e+03,3.90377983e+03
4.00000000e-10,6.12148040e-06,1.36864792e-05,6.31755111e+03,5.12278062e+03
5.00000000e-10,6.88538815e-06,1.42527556e-05,9.11769195e+03,6.15526782e+03
6.00000000e-10,7.98621976e-06,1.49021738e-05,1.31697927e+04,6.71672495e+03
7.00000000e-10,9.59392400e-06,1.55610901e-05,1.94987617e+04,6.22132813e+03
8.00000000e-10,1.20330036e-05,1.60946808e-05,3.02523546e+04,4.27333639e+03
9.00000000e-10,1.58542834e-05,1.64109505e-05,4.72203167e+04,2.01344538e+03
1.00000000e-09,2.18230248e-05,1.64095798e-05,7.55011057e+04,-2.31706107e+03
1.10000000e-09,3.13878729e-05,1.61697828e-05,1.13778260e+05,-1.17285498e+03
1.20000000e-09,4.40234827e-05,1.60415969e-05,1.42418225e+05,-2.30371009e+03
1.30000000e-09,5.99626445e-05,1.58764890e-05,1.73035761e+05,-1.70897305e+03
1.40000000e-09,7.90502387e-05,1.57018963e-05,2.05266742e+05,-1.62366531e+03
1.50000000e-09,1.01307785e-04,1.55275690e-05,2.37522116e+05,-1.82587319e+03
1.60000000e-09,1.26767366e-04,1.53511505e-05,2.71245031e+05,-1.84082470e+03
1.70000000e-09,1.55446526e-04,1.51782148e-05,3.02347227e+05,-1.67992152e+03
1.80000000e-09,1.87284287e-04,1.50045085e-05,3.35182907e+05,-1.74230472e+03
1.90000000e-09,2.22340771e-04,1.48304431e-05,3.66001709e+05,-1.70134391e+03
2.00000000e-09,2.60604144e-04,1.46563575e-05,3.97873836e+05,-1.70695756e+03
2.10000000e-09,3.02064975e-04,1.44824147e-05,4.29728656e+05,-1.70158003e+03
2.14200000e-09,3.20328486e-04,1.44014999e-05,4.36725551e+05,-2.14155292e+03
