time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.20802765e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.04985500e-06,1.21559885e-05,1.00572967e+03,1.51426929e+03
2.00000000e-10,5.20472019e-06,1.23831211e-05,2.11952480e+03,3.02811967e+03
3.00000000e-10,5.48164335e-06,1.27612593e-05,3.46949045e+03,4.52763435e+03
4.00000000e-10,5.91212063e-06,1.32865186e-05,5.22627824e+03,5.96052415e+03
5.00000000e-10,6.54858840e-06,1.39472412e-05,7.63892104e+03,7.20660736e+03
6.00000000e-10,7.47446008e-06,1.47128955e-05,1.10943034e+04,7.99429833e+03
7.00000000e-10,8.82371968e-06,1.55125487e-05,1.62645055e+04,7.76160661e+03
8.00000000e-10,1.08347078e-05,1.62037884e-05,2.47289902e+04,5.73812927e+03
9.00000000e-10,1.39696591e-05,1.66300320e-05,3.90267753e+04,2.85496646e+03
1.00000000e-09,1.88542042e-05,1.67537083e-05,6.03481215e+04,-1.07054205e+03
1.10000000e-09,2.66935586e-05,1.64172858e-05,9.86237089e+04,-4.02540491e+03
1.20000000e-09,3.81336483e-05,1.61606743e-05,1.26875433e+05,-2.30033494e+03
1.30000000e-09,5.26162672e-05,1.58512467e-05,1.62199340e+05,-2.50938599e+03
1.40000000e-09,7.02746455e-05,1.55645510e-05,1.94409664e+05,-2.89848930e+03
1.50000000e-09,9.11530922e-05,1.52759453e-05,2.25959778e+05,-2.88614008e+03
1.60000000e-09,1.15224870e-04,1.49852044e-05,2.56447415e+05,-2.92626105e+03
1.70000000e-09,1.42458692e-04,1.46928215e-05,2.87851857e+05,-2.83444572e+03
1.80000000e-09,1.72928521e-04,1.44025041e-05,3.21059944e+05,-3.07572631e+03
1.90000000e-09,2.06565701e-04,1.41116316e-05,3.52999155e+05,-2.70393213e+03
2.00000000e-09,2.43421314e-04,1.38189427e-05,3.84243905e+05,-2.62713500e+03
2.10000000e-09,2.83483010e-04,1.35292078e-05,4.16344049e+05,-2.57459522e+03
2.18600000e-09,3.20391008e-04,1.32534518e-05,4.36745648e+05,-4.11600696e+03
