time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.35326979e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.07831944e-06,1.35768567e-05,1.57598847e+03,8.82930960e+02
2.00000000e-10,5.31911646e-06,1.37091209e-05,3.27007356e+03,1.76052236e+03
3.00000000e-10,5.74082545e-06,1.39282403e-05,5.22342875e+03,2.61703039e+03
4.00000000e-10,6.37974024e-06,1.42308632e-05,7.65762406e+03,3.42093587e+03
5.00000000e-10,7.30024051e-06,1.46076235e-05,1.09416880e+04,4.07664473e+03
6.00000000e-10,8.61969871e-06,1.50336238e-05,1.58070649e+04,4.34653005e+03
7.00000000e-10,1.05642394e-05,1.54489083e-05,2.37963493e+04,3.78787488e+03
8.00000000e-10,1.35632956e-05,1.57656668e-05,3.72355014e+04,2.51037176e+03
9.00000000e-10,1.82383346e-05,1.59383667e-05,5.78400979e+04,6.51715320e+02
1.00000000e-09,2.57073783e-05,1.58677729e-05,9.42511999e+04,-1.33255286e+03
1.10000000e-09,3.68279365e-05,1.58212835e-05,1.24219871e+05,-2.95714798e+00
1.20000000e-09,5.09358063e-05,1.57486950e-05,1.59412292e+05,-4.36440196e+02
1.30000000e-09,6.82539229e-05,1.56930774e-05,1.90823653e+05,-8.00642780e+02
1.40000000e-09,8.87933344e-05,1.56325255e-05,2.22618627e+05,-7.29640061e+02
1.50000000e-09,1.12534760e-04,1.55711975e-05,2.54000460e+05,-4.67059663e+02
1.60000000e-09,1.39440275e-04,1.55110970e-05,2.84026212e+05,-6.24387035e+02
1.70000000e-09,1.69548526e-04,1.54431757e-05,3.18085307e+05,-6.64640807e+02
1.80000000e-09,2.02852566e-04,1.53800671e-05,3.48614981e+05,-7.38393383e+02
1.90000000e-09,2.39372196e-04,1.53148160e-05,3.80324749e+05,-6.44300062e+02
2.00000000e-09,2.79090342e-04,1.52490190e-05,4.12468676e+05,-6.43016189e+02
2.09600000e-09,3.20122600e-04,1.51889919e-05,4.36707562e+05,-5.07779393e+02
