time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.33751177e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.07187654e-06,1.34235912e-05,1.44778520e+03,9.69922012e+02
2.00000000e-10,5.29377179e-06,1.35692098e-05,3.02278118e+03,1.94257649e+03
3.00000000e-10,5.68564282e-06,1.38118167e-05,4.87575768e+03,2.90545514e+03
4.00000000e-10,6.28496756e-06,1.41485648e-05,7.21795040e+03,3.81594750e+03
5.00000000e-10,7.15751490e-06,1.45699287e-05,1.04116269e+04,4.56643911e+03
6.00000000e-10,8.42236577e-06,1.50475943e-05,1.52698576e+04,4.87160468e+03
7.00000000e-10,1.03235231e-05,1.55075120e-05,2.35684064e+04,4.07750395e+03
8.00000000e-10,1.33590206e-05,1.58311576e-05,3.83991821e+04,2.40457663e+03
9.00000000e-10,1.82615175e-05,1.59809292e-05,6.15013365e+04,1.77165215e+02
1.00000000e-09,2.63886285e-05,1.58352580e-05,1.04055904e+05,-2.00659292e+03
1.10000000e-09,3.85556355e-05,1.57432218e-05,1.34762873e+05,-4.12204869e+02
1.20000000e-09,5.31811748e-05,1.57010402e-05,1.57791394e+05,-4.74324285e+02
1.30000000e-09,7.07965249e-05,1.55933895e-05,1.95679978e+05,-7.35475697e+02
1.40000000e-09,9.15253409e-05,1.55266809e-05,2.19116234e+05,-7.99502741e+02
1.50000000e-09,1.15353594e-04,1.54302645e-05,2.53250406e+05,-7.52148341e+02
1.60000000e-09,1.42166047e-04,1.53392596e-05,2.85975101e+05,-8.23583597e+02
1.70000000e-09,1.72120294e-04,1.52493734e-05,3.17389109e+05,-8.83770824e+02
1.80000000e-09,2.05263899e-04,1.51587812e-05,3.48299078e+05,-8.79808866e+02
1.90000000e-09,2.41607879e-04,1.50673415e-05,3.78576174e+05,-9.12836239e+02
2.00000000e-09,2.81283733e-04,1.49746393e-05,4.14391131e+05,-9.32846462e+02
2.09100000e-09,3.20195236e-04,1.48886205e-05,4.35141635e+05,-9.92422716e+02
