time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.54816574e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.08502779e-06,1.54664073e-05,1.71171340e+03,-3.05166309e+02
2.00000000e-10,5.34686623e-06,1.54205923e-05,3.55954079e+03,-6.11056487e+02
3.00000000e-10,5.80639408e-06,1.53443666e-05,5.69196762e+03,-9.11334392e+02
4.00000000e-10,6.50173688e-06,1.52390642e-05,8.33854044e+03,-1.19037886e+03
5.00000000e-10,7.50685101e-06,1.51080685e-05,1.19937924e+04,-1.41450231e+03
6.00000000e-10,8.96835643e-06,1.49614604e-05,1.77293425e+04,-1.47361088e+03
7.00000000e-10,1.11995937e-05,1.48264031e-05,2.79288630e+04,-1.15942859e+03
8.00000000e-10,1.47961521e-05,1.47340136e-05,4.52529809e+04,-6.95047112e+02
9.00000000e-10,2.05932131e-05,1.47036785e-05,7.39520972e+04,2.62133407e+02
1.00000000e-09,3.02460704e-05,1.47456491e-05,1.18145640e+05,1.78968053e+02
1.10000000e-09,4.33466128e-05,1.47449624e-05,1.42667416e+05,-3.50117275e+01
1.20000000e-09,5.87972040e-05,1.47459725e-05,1.68634625e+05,2.61224320e+02
1.30000000e-09,7.76899047e-05,1.47646052e-05,2.03702648e+05,3.42249860e+01
1.40000000e-09,9.93120912e-05,1.47753050e-05,2.33453765e+05,2.95279449e+02
1.50000000e-09,1.24224048e-04,1.47864387e-05,2.61226360e+05,9.01506504e+01
1.60000000e-09,1.52163482e-04,1.48019215e-05,2.93790363e+05,8.53034104e+01
1.70000000e-09,1.83204013e-04,1.48168230e-05,3.25336975e+05,9.95139307e+01
1.80000000e-09,2.17408621e-04,1.48320126e-05,3.56821736e+05,1.73641054e+02
1.90000000e-09,2.54900617e-04,1.48494323e-05,3.92775958e+05,1.53578548e+02
2.00000000e-09,2.95735946e-04,1.48657599e-05,4.25965494e+05,2.06605338e+02
2.05700000e-09,3.20399246e-04,1.48722657e-05,4.35133084e+05,6.43981992e+01
