time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.62015852e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.07881394e-06,1.61644847e-05,1.58758655e+03,-7.42702101e+02
2.00000000e-10,5.32215118e-06,1.60528308e-05,3.31494192e+03,-1.49139894e+03
3.00000000e-10,5.75156928e-06,1.58663205e-05,5.33252820e+03,-2.23388150e+03
4.00000000e-10,6.40386738e-06,1.56080408e-05,7.82572144e+03,-2.91964114e+03
5.00000000e-10,7.34735676e-06,1.52866414e-05,1.12501642e+04,-3.47216282e+03
6.00000000e-10,8.71619790e-06,1.49256606e-05,1.65696117e+04,-3.64832469e+03
7.00000000e-10,1.07909741e-05,1.45875398e-05,2.58696178e+04,-2.93242533e+03
8.00000000e-10,1.41267934e-05,1.43556978e-05,4.20905257e+04,-1.73149991e+03
9.00000000e-10,1.94994805e-05,1.42637498e-05,6.79388352e+04,3.39996474e+02
1.00000000e-09,2.84667091e-05,1.43809816e-05,1.12491479e+05,1.03489075e+03
1.10000000e-09,4.11792066e-05,1.44115265e-05,1.39145680e+05,1.26482143e+02
1.20000000e-09,5.62505196e-05,1.44270945e-05,1.62977118e+05,4.28380777e+02
1.30000000e-09,7.45877152e-05,1.44949324e-05,2.00217747e+05,3.00133208e+02
1.40000000e-09,9.57833492e-05,1.45318674e-05,2.26223373e+05,7.77275924e+02
1.50000000e-09,1.20243221e-04,1.45852996e-05,2.57594754e+05,3.77639015e+02
1.60000000e-09,1.47682174e-04,1.46398861e-05,2.90339870e+05,4.21715474e+02
1.70000000e-09,1.78239720e-04,1.46931995e-05,3.21905066e+05,4.52177147e+02
1.80000000e-09,2.11971049e-04,1.47465637e-05,3.52584396e+05,4.79969260e+02
1.90000000e-09,2.48922349e-04,1.48026034e-05,3.86458880e+05,6.33209243e+02
2.00000000e-09,2.89257999e-04,1.48585172e-05,4.19296879e+05,5.65099825e+02
2.07200000e-09,3.20254888e-04,1.48968782e-05,4.35140755e+05,4.71813835e+02
