time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.78342487e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.04548545e-06,1.77608542e-05,9.18240143e+02,-1.46807835e+03
2.00000000e-10,5.18719498e-06,1.75405816e-05,1.94381230e+03,-2.93753332e+03
3.00000000e-10,5.44228754e-06,1.71734142e-05,3.21268610e+03,-4.40460751e+03
4.00000000e-10,5.84391690e-06,1.66607698e-05,4.90099386e+03,-5.82742793e+03
5.00000000e-10,6.44317861e-06,1.60147739e-05,7.23386699e+03,-7.05297422e+03
6.00000000e-10,7.32569559e-06,1.52644958e-05,1.06244734e+04,-7.83645649e+03
7.00000000e-10,8.62829928e-06,1.44822874e-05,1.58120568e+04,-7.54784981e+03
8.00000000e-10,1.06065856e-05,1.38286829e-05,2.46673241e+04,-5.10373355e+03
9.00000000e-10,1.38063276e-05,1.34875983e-05,4.05799843e+04,-1.92293479e+03
1.00000000e-09,1.89674924e-05,1.34565899e-05,6.47521343e+04,2.19028940e+03
1.10000000e-09,2.75661425e-05,1.38942415e-05,1.09211229e+05,4.63982650e+03
1.20000000e-09,4.00724673e-05,1.42214870e-05,1.37420223e+05,2.84744829e+03
1.30000000e-09,5.49667473e-05,1.45076378e-05,1.60757887e+05,2.99003235e+03
1.40000000e-09,7.30148208e-05,1.48427782e-05,1.98473788e+05,3.21400118e+03
1.50000000e-09,9.40200120e-05,1.51630150e-05,2.23021235e+05,3.11494696e+03
1.60000000e-09,1.18234439e-04,1.54851072e-05,2.55878909e+05,3.35019056e+03
1.70000000e-09,1.45423717e-04,1.57994066e-05,2.88634815e+05,3.42418415e+03
1.80000000e-09,1.75740665e-04,1.61141102e-05,3.20199745e+05,3.46169152e+03
1.90000000e-09,2.09237937e-04,1.64307743e-05,3.50873999e+05,3.50965876e+03
2.00000000e-09,2.45935408e-04,1.67408532e-05,3.82765424e+05,2.46974520e+03
2.10000000e-09,2.86017158e-04,1.70386593e-05,4.16998081e+05,3.45842956e+03
2.18000000e-09,3.20369055e-04,1.73215993e-05,4.35219405e+05,4.70944957e+03
