time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.81081149e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.03855795e-06,1.80310133e-05,7.79786847e+02,-1.54454030e+03
2.00000000e-10,5.15943554e-06,1.77986572e-05,1.66379887e+03,-3.10139579e+03
3.00000000e-10,5.37876303e-06,1.74112995e-05,2.77315594e+03,-4.64157796e+03
4.00000000e-10,5.72753507e-06,1.68715963e-05,4.28747917e+03,-6.14085867e+03
5.00000000e-10,6.25527744e-06,1.61898452e-05,6.39226091e+03,-7.44830446e+03
6.00000000e-10,7.03910708e-06,1.53948706e-05,9.46102793e+03,-8.34268755e+03
7.00000000e-10,8.19744200e-06,1.45534040e-05,1.40159716e+04,-8.25354689e+03
8.00000000e-10,9.93393278e-06,1.38132592e-05,2.14149957e+04,-6.08307113e+03
9.00000000e-10,1.26960190e-05,1.34040543e-05,3.51617238e+04,-2.21266964e+03
1.00000000e-09,1.72002304e-05,1.33313008e-05,5.61494408e+04,1.04434399e+03
1.10000000e-09,2.45601448e-05,1.37445263e-05,9.53846131e+04,5.99787697e+03
1.20000000e-09,3.61361021e-05,1.42288601e-05,1.30707421e+05,3.85378210e+03
1.30000000e-09,5.03537177e-05,1.46142926e-05,1.53652884e+05,3.85255022e+03
1.40000000e-09,6.72998118e-05,1.50201228e-05,1.90097040e+05,4.18110429e+03
1.50000000e-09,8.76038786e-05,1.54424625e-05,2.14616969e+05,4.22550136e+03
1.60000000e-09,1.10814899e-04,1.58406257e-05,2.49187627e+05,4.36786341e+03
1.70000000e-09,1.37047145e-04,1.62406386e-05,2.80784945e+05,3.71445305e+03
1.80000000e-09,1.66447857e-04,1.66466901e-05,3.10785938e+05,3.17024430e+03
1.90000000e-09,1.99025523e-04,1.70366535e-05,3.43452032e+05,3.51460763e+03
2.00000000e-09,2.34828120e-04,1.74325483e-05,3.74311458e+05,4.53504315e+03
2.10000000e-09,2.73866186e-04,1.78069059e-05,4.08096358e+05,2.74098858e+03
2.20000000e-09,3.16282218e-04,1.82232383e-05,4.35144318e+05,5.82058042e+03
2.20900000e-09,3.20199204e-04,1.82768880e-05,4.35250625e+05,6.09175144e+03
