time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.60036743e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.08202702e-06,1.59719097e-05,1.65136978e+03,-6.35564553e+02
2.00000000e-10,5.33462121e-06,1.58765427e-05,3.43370793e+03,-1.27127552e+03
3.00000000e-10,5.77790504e-06,1.57180866e-05,5.49107234e+03,-1.89303984e+03
4.00000000e-10,6.44862110e-06,1.54996005e-05,8.04098107e+03,-2.46677394e+03
5.00000000e-10,7.41772477e-06,1.52284355e-05,1.15582391e+04,-2.92530300e+03
6.00000000e-10,8.82513305e-06,1.49251465e-05,1.70548234e+04,-3.05310626e+03
7.00000000e-10,1.09654453e-05,1.46442422e-05,2.67381679e+04,-2.41684526e+03
8.00000000e-10,1.44124213e-05,1.44533038e-05,4.34434662e+04,-1.42456788e+03
9.00000000e-10,1.99634952e-05,1.43843529e-05,7.04583602e+04,4.29691861e+02
1.00000000e-09,2.92300635e-05,1.44815929e-05,1.15109092e+05,6.84913731e+02
1.10000000e-09,4.21162244e-05,1.44978200e-05,1.40682251e+05,5.89114332e+01
1.20000000e-09,5.73489218e-05,1.45082649e-05,1.65237964e+05,4.56707490e+02
1.30000000e-09,7.59325752e-05,1.45602692e-05,2.01738656e+05,2.01679104e+02
1.40000000e-09,9.73070843e-05,1.45896909e-05,2.29320480e+05,6.71914185e+02
1.50000000e-09,1.21971187e-04,1.46279471e-05,2.59127776e+05,2.75308838e+02
1.60000000e-09,1.49628733e-04,1.46701668e-05,2.91844253e+05,3.05597867e+02
1.70000000e-09,1.80396988e-04,1.47112020e-05,3.23397062e+05,3.31254753e+02
1.80000000e-09,2.14333463e-04,1.47522873e-05,3.54195402e+05,3.75115500e+02
1.90000000e-09,2.51516170e-04,1.47967400e-05,3.89545048e+05,4.90571542e+02
2.00000000e-09,2.92069231e-04,1.48398132e-05,4.21975939e+05,4.78749377e+02
2.06500000e-09,3.20117329e-04,1.48654477e-05,4.35138905e+05,3.24872098e+02
