time_s,x_m,y_m,vx_m_per_s,vy_m_per_s
0.00000000e+00,5.00000000e-06,1.87045662e-05,0.00000000e+00,0.00000000e+00
1.00000000e-10,5.02240378e-06,1.86240071e-05,4.55540707e+02,-1.61187417e+03
2.00000000e-10,5.09417599e-06,1.83818816e-05,1.00369179e+03,-3.23326318e+03
3.00000000e-10,5.22987791e-06,1.79765088e-05,1.75532786e+03,-4.88037207e+03
4.00000000e-10,5.45639639e-06,1.74067920e-05,2.84400484e+03,-6.49804611e+03
5.00000000e-10,5.81626275e-06,1.66809777e-05,4.45500368e+03,-7.98293491e+03
6.00000000e-10,6.37044052e-06,1.58224950e-05,6.78160750e+03,-9.11023175e+03
7.00000000e-10,7.20550925e-06,1.48828546e-05,1.01139473e+04,-9.51256736e+03
8.00000000e-10,8.44146215e-06,1.39682999e-05,1.49211389e+04,-8.43856200e+03
9.00000000e-10,1.02881202e-05,1.32922905e-05,2.28457376e+04,-4.46521877e+03
1.00000000e-09,1.32638959e-05,1.31019929e-05,3.79842314e+04,2.44437756e+02
1.10000000e-09,1.81040135e-05,1.32980759e-05,6.03423081e+04,4.27428628e+03
1.20000000e-09,2.60904600e-05,1.40101236e-05,1.02692762e+05,8.15937365e+03
1.30000000e-09,3.81686543e-05,1.47227649e-05,1.34134828e+05,6.65687723e+03
1.40000000e-09,5.27309097e-05,1.53886926e-05,1.57141090e+05,6.64068777e+03
1.50000000e-09,7.02439898e-05,1.60097470e-05,1.94989249e+05,6.82296068e+03
1.60000000e-09,9.09073391e-05,1.67096679e-05,2.18197393e+05,6.72766249e+03
1.70000000e-09,1.14643558e-04,1.73248429e-05,2.52607055e+05,7.12424089e+03
1.80000000e-09,1.41364709e-04,1.79367229e-05,2.85492164e+05,7.03792292e+03
1.90000000e-09,1.71229603e-04,1.85650209e-05,3.17318150e+05,6.58782978e+03
2.00000000e-09,2.04291182e-04,1.91897230e-05,3.47829359e+05,6.72497624e+03
2.10000000e-09,2.40550851e-04,1.98119863e-05,3.77376967e+05,6.48081224e+03
